FOIA,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,2751172,59,,A1 5076,36,250,067,018,01-07,36,"TAIPEI AMERICAN SCHOOL - Taipei, Taiwan (FY 1964 - )
Series: Records Relating to American Sponsored Schools, 1959 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2751171,59,,A1 5076,36,250,067,018,01-07,36,"Taiwan - General
Series: Records Relating to American Sponsored Schools, 1959 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2751169,59,,A1 5076,36,250,067,018,01-07,36,"TAIWAN (Formosa - China) - General (FY 1964 - )
Series: Records Relating to American Sponsored Schools, 1959 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2751168,59,,A1 5076,36,250,067,018,01-07,36,"Taipei, Taiwan - Taipei American School
Series: Records Relating to American Sponsored Schools, 1959 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2750879,59,,A1 5076,9,250,067,018,01-07,9,"J3 PL 480 Taiwan
Series: Records Relating to American Sponsored Schools, 1959 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,,,,,,,,,,,,,,,,
2561240,,59,,P 225,,250,,,,"4-17
18-29","Decimal Files, 1954 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,4561064,59,,P 225,29,250,051,026,01-02,18-29,"620.3 Education in Taiwan
Series: Decimal Files, 1954 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",," 18-29全拍，美國協助台灣對抗中共文件
ex.
Box 18  美聯合各國協助對抗中共
Box 19  難民協助 
Box 21  中共在亞洲各地活動情資 ",,,
,4560938,59,,P 225,24,250,051,026,01-02,18-29,"231 Americans Residing in Taiwan
Series: Decimal Files, 1954 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,4560656,59,,P 225,13,250,051,025,05-07,"12-17
(13-17)","2.502 Foreign Investments on Taiwan including Overseas Chinese
Series: Decimal Files, 1954 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,,"註：box 1-3 、box 7-12   為美為搜集冷戰期間中共與世界各國貿易資料、武器買賣
        ",,
,4560644,59,,P 225,12,250,051,025,05-07,12-17,"2.500.003 Basic Documents of the Taiwan Working Group
Series: Decimal Files, 1954 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,"box 12，九資料夾，美助台經貿（from ""2.500 General Economic Matters""）",,,
,4560570,59,,P 225,10,250,051,025,05-07,10,"501.86 Overseas Chinese - Extortion, Remittances, Attraction of Capital",,box 10 一資料夾，海外台人,,,
,4560506,59,,P 225,6,250,051,025,05-07,4-6,"2.502 Foreign Investments on Taiwan
Series: Decimal Files, 1954 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,"box 6  四十三資料夾，美助台經貿 (until ""Health Affairs (General)"")",,,
,4560490,59,,P 225,5,250,051,025,05-07,4-6,"2.500.002 Policy Affecting Aid, China, Far East and General
Series: Decimal Files, 1954 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,box 5 整箱全拍，美助台經貿,,,
,4560486,59,,P 225,4,250,051,025,05-07,4-6,2.500 Matters Pertaining to Nationalist and Communist China,,box 4 整箱全拍， 中共給台灣帶來的經濟等問題，美協助台經貿,,,
,,,,,,,,,,,,,,,,
2579467,,59,,A1 5088,,150,071,010,03-04 ,"2-3, 11","Evaluation Reports and Back-up Materials, 1959 - 1963
Record Group 59: General Records of the Department of State, 1763 - 2002",,"軍事協防與評估

box2   五資料夾
box3   兩資料夾
box11 一資料夾",,,
,2736470,59,,A1 5088,11,150,071,010,03-04 ,11,"China - Taiwan
Series: Evaluation Reports and Back-up Materials, 1959 - 1963
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2736378,59,,A1 5088,3,150,071,010,03-04,3,"China (Taiwan) INR Report and Mutual Security Objectives Plan
Series: Evaluation Reports and Back-up Materials, 1959 - 1963
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2736377,59,,A1 5088,2,150,071,010,03-04,2,"Taiwan Background Data Reproduced from ""Journal of Mutual Security"" Issue Numbers 66 thru 73",,,,,
,,,,,,,,,,,,,,,,
1633947,,469,,UD 237,37,250,074,003,03-07,10-33,"Series: Far East Geographic Files, 1948 - 1952
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,box 10-33    1948 - 1952 國民政府與美經濟合作、軍事、國際事務,,,
,2335958,469,,UD 237,36,250,074,004,01-07,34-41,"China- (Taiwan)
Series: Far East Geographic Files, 1948 - 1952
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"box 34-37   1948 - 1952 國民政府與美經濟合作、軍事、國際事務
box 37-41   遠東事務整體計畫內容 (零碎提到台灣，不易篩選，或可不拍?)",,,
,2335968,469,,UD 237,37,250,074,004,01-07,34-41,"China- (Taiwan)
Series: Far East Geographic Files, 1948 - 1952
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,,,,,,,,,,,,,,,
,2214687,469,,UD 1386,8,250,082,024,05-07,"2,3,8,10,15,19","Taiwan - Housing
Series: Country Files, 1950 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"中美產業合作
box 2  六資料夾
box 3  兩資料夾
box 8  四資料夾
box 10 八資料夾
box 15 二資料夾
box 19 一資料夾",,,
,2214688,469,,UD 1386,8,250,082,024,05-07,"2,3,8,10,15,19","Taiwan - Legislation
Series: Country Files, 1950 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2214689,469,,UD 1386,8,250,082,024,05-07,"
1-3,8,10,15,19","Taiwan - Reports & Quarterly
Series: Country Files, 1950 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"美支援泰國計畫與台相關資料
box 1 兩資料夾，量少
box 2 六資料夾
box 3 兩資料夾
box 8 五資料夾
box 10 九資料夾 
box 15 兩資料夾
box 19 一資料夾，量少",,,
,2214685,469,,UD 1386,8,250,082,024,05-07,"
1-3,8,10,15,19","Taiwan - Agriculture - Reports
Series: Country Files, 1950 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2214686,469,,UD 1386,8,250,082,024,05-07,"
1-3,8,10,15,19","Taiwan - Finance - Loans & Credits
Series: Country Files, 1950 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2215012,469,,UD 1386,,250,082,025,01,21,"China-Miscellaneous
Series: Country Files, 1950 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"中美進出口貿易
box 21 一資料夾，量多",,,
,,,,,,,,,,,,,,,,
1949719,,469,,UD 1135,2,250,080,018/06-020/07,,1-109,"Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",," Mission to China 1950 - 1954  
（行政、農業、交通、化工、金屬、腳踏車、糖業、紡織業、高速公路......等）
1-109全拍",,,
,2208398,469,,UD 1135,2,250,080,018/06-020/07,,1-109,"Agriculture - Taiwan
Series: Mission to China. Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209142,469,,UD 1135,108,250,080,018/06-020/07,,1-109,"Water - Extracts of Water Taiwan
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209101,469,,UD 1135,102,250,080,018/06-020/07,,1-109,"Transportation - Highways - Taiwan Road Movement
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209099,469,,UD 1135,102,250,080,018/06-020/07,,1-109,"Transportation - Highways - Taiwan Highway Bureau
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209100,469,,UD 1135,102,250,080,018/06-020/07,,1-109,"Transportation - Highways - Taiwan Motor Transport Union
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208941,469,,UD 1135,80,250,080,018/06-020/07,,1-109,"Industry - Taiwan Industry & Mining
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208811,469,,UD 1135,61,250,080,018/06-020/07,,1-109,"Communication - Taiwan Rpts - 3 of 3
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208810,469,,UD 1135,61,250,080,018/06-020/07,,1-109,Communication - Taiwan Rpts - 2 of 3,,,,,
,2208809,469,,UD 1135,61,250,080,018/06-020/07,,1-109,Communication - Taiwan Rpts - 1 of 3,,,,,
,2208808,469,,UD 1135,61,250,080,018/06-020/07,,1-109,"Communication - Taiwan Admin - 4-4
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208807,469,,UD 1135,61,250,080,018/06-020/07,,1-109,"Communication - Taiwan Admin - 3-4
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208806,469,,UD 1135,61,250,080,018/06-020/07,,1-109,"Communication - Taiwan Admin - 2-4
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208805,469,,UD 1135,60,250,080,018/06-020/07,,1-109,"Communication - Taiwan Admin - 1-4
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208756,469,,UD 1135,52,250,080,018/06-020/07,,1-109,"Commodities - Taiwan Sugar Corp - Rpt - 4-4
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208755,469,,UD 1135,52,250,080,018/06-020/07,,1-109,Commodities - Taiwan Sugar Corp - Rpt - 3-4,,,,,
,2208754,469,,UD 1135,52,250,080,018/06-020/07,,1-109,Commodities - Taiwan Sugar Corp - Rpt - 2-4,,,,,
,2208753,469,,UD 1135,52,250,080,018/06-020/07,,1-109,Commodities - Taiwan Sugar Corp - Rpt - 1-4,,,,,
,2208747,469,,UD 1135,51,250,080,018/06-020/07,,1-109,"Commodities - Taiwan Sugar - 2 of 2
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208746,469,,UD 1135,51,250,080,018/06-020/07,,1-109,Commodities - Taiwan Sugar - 1 of 2,,,,,
,2208752,469,,UD 1135,51,250,080,018/06-020/07,,1-109,"Commodities - Taiwan Sugar - Comm Hearings
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208751,469,,UD 1135,51,250,080,018/06-020/07,,1-109,"Commodities - Taiwan Sugar - Minutes
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208750,469,,UD 1135,51,250,080,018/06-020/07,,1-109,"Commodities - Taiwan Sugar - Minutes
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208749,469,,UD 1135,51,250,080,018/06-020/07,,1-109,"Commodities - Taiwan Sugar - Minutes
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208748,469,,UD 1135,51,250,080,018/06-020/07,,1-109,"Commodities - Taiwan Sugar - Financial
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208698,469,,UD 1135,44,250,080,018/06-020/07,,1-109,"Commodities - Power - Taiwan Comp - 4 of 4
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208697,469,,UD 1135,44,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 3 of 4,,,,,
,2208696,469,,UD 1135,44,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 2 of 4,,,,,
,2208695,469,,UD 1135,44,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 1 of 4,,,,,
,2208692,469,,UD 1135,43,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - Rpts,,,,,
,2208691,469,,UD 1135,43,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 7 of 7,,,,,
,2208690,469,,UD 1135,43,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 6 of 7,,,,,
,2208689,469,,UD 1135,42,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 5 of 7,,,,,
,2208688,469,,UD 1135,42,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 4 of 7,,,,,
,2208687,469,,UD 1135,42,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 3 of 7,,,,,
,2208686,469,,UD 1135,42,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 2 of 7,,,,,
,2208685,469,,UD 1135,42,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Comp - 1 of 7,,,,,
,2208683,469,,UD 1135,41,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Power - 2 of 2,,,,,
,2208682,469,,UD 1135,41,250,080,018/06-020/07,,1-109,Commodities - Power - Taiwan Power - 1 of 2,,,,,
,2208573,469,,UD 1135,27,250,080,018/06-020/07,,1-109,"Commodities - Iron & Steel - Taiwan Mach
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208543,469,,UD 1135,21,250,080,018/06-020/07,,1-109,Commodities - Forest - Taiwan - 2 of 2,,,,,
,2208542,469,,UD 1135,21,250,080,018/06-020/07,,1-109,Commodities - Forest - Taiwan - 1 of 2,,,,,
,2208519,469,,UD 1135,18,250,080,018/06-020/07,,1-109,"Commodities - Fish - Taiwan Fishery
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208518,469,,UD 1135,18,250,080,018/06-020/07,,1-109,"Commodities - Fish - Taiwan Fishery
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208517,469,,UD 1135,18,250,080,018/06-020/07,,1-109,"Commodities - Fish - Taiwan Fishery
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208503,469,,UD 1135,15,250,080,018/06-020/07,,1-109,Commodities - Taiwan Fert - 6 of 6,,,,,
,2208502,469,,UD 1135,15,250,080,018/06-020/07,,1-109,Commodities - Taiwan Fert - 5 of 6,,,,,
,2208501,469,,UD 1135,15,250,080,018/06-020/07,,1-109,Commodities - Taiwan Fert - 4 of 6,,,,,
,2208500,469,,UD 1135,15,250,080,018/06-020/07,,1-109,Commodities - Taiwan Fert - 3 of 6,,,,,
,2208499,469,,UD 1135,15,250,080,018/06-020/07,,1-109,Commodities - Taiwan Fert - 2 of 6,,,,,
,2208498,469,,UD 1135,14,250,080,018/06-020/07,,1-109,Commodities - Taiwan Fert - 1 of 6,,,,,
,2208420,469,,UD 1135,4,250,080,018/06-020/07,,1-109,"Commodities - Canvas - Taiwan Comp
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2208404,469,,UD 1135,2,250,080,018/06-020/07,,1-109,"Commodities - Alkali - Taiwan Comp
Series: Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,,,,,,,,,,,,,,,
4734329,5607919,306,,P 61,9,570,027,033,05,8-9,"Taiwan, Taipei 1960
Series: East Asia and Pacific Country and Subject Files, 1948 - 1960
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5607918,306,,P 61,9,570,027,033,05,8-9,"Taiwan, Taipei 1959
Series: East Asia and Pacific Country and Subject Files, 1948 - 1960
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5607917,306,,P 61,9,570,027,033,05,8-9,"Taiwan, Taipei 1958
Series: East Asia and Pacific Country and Subject Files, 1948 - 1960
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5607916,306,,P 61,9,570,027,033,05,8-9,"Taipei, Taiwan 1957
Series: East Asia and Pacific Country and Subject Files, 1948 - 1960
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5607915,306,,P 61,8,570,027,033,05,8-9,"Taipei, Taiwan 1956
Series: East Asia and Pacific Country and Subject Files, 1948 - 1960
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5607914,306,,P 61,8,570,027,033,05,8-9,"Taipei, Taiwan 1952-1954
Series: East Asia and Pacific Country and Subject Files, 1948 - 1960
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,,,,,,,,,,,,,,,,
2789072,2816665,469,,P 159A,4,250,025,031,00,2-4,"China - Taiwan Evaluation Report
Series: Internatinal Cooperation Administration. Office of Industrail Reources.
Country Files, 1952 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2816657,469,,P 159A,3,250,025,031,00,2-4,"China - Taiwan Railways
Series: Country Files, 1952 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"box2 全拍，工業資助：電纜、造船、玻璃、鋼鐵等
box3 全拍，水泥、大雪山林業
box4 五資料夾",,,
,2816656,469,,P 159A,3,250,025,031,00,2-4,"China - Taiwan Machinery Mfg. Corp. (Custom Machine Shop) Serial N0. 195
Series: Country Files, 1952 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2816655,469,,P 159A,2,250,025,031,00,2-4,"China - Taiwan Lightweight Concrete Manufacturing Corp., Ltd. Serial #162
Series: Country Files, 1952 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2816654,469,,P 159A,2,250,025,031,00,2-4,"China - Taiwan Cement Corp.
Series: Country Files, 1952 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,,,,,,,,,,,,,,,
,2201109,59,,A1 3115,9,150,071,027,01-03,"3,7-10","Taiwan
Series: Bureau of Far Eastern Affairs. Office of the Reginal Planning Planning Subject Files, 1955 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,"與台共同反共資料

box 3 一資料夾
box 7 一資料夾，量極少
box 8 一資料夾，量少，東南亞條約組織（Southeast Asia Treaty Organization， SEATO）
box 9 三資料夾，量少
box 10 兩資料夾",,,
,2201105,59,,A1 3115,9,150,071,027,01-03,"3,7-10","Emergency Operations - Plan ""C"" - Taiwan Documents
Series: Subject Files, 1955 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2201082,59,,A1 3115,8,150,071,027,01-03,"3,7-10","SEATO Statement on Taiwan
Series: Subject Files, 1955 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2201054,59,,A1 3115,7,150,071,027,01-03,"3,7-10","Nash Project - Taiwan
Series: Subject Files, 1955 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
